date,run,llm_score,model
2019-12-11,3,0,deepseek-chat|hawkdove-v1
2020-07-29,3,-3,deepseek-chat|hawkdove-v1
2021-07-28,3,-2,deepseek-chat|hawkdove-v1
2022-07-27,3,4,deepseek-chat|hawkdove-v1
2023-07-26,3,4,deepseek-chat|hawkdove-v1
2024-07-31,3,0,deepseek-chat|hawkdove-v1
2025-07-30,3,0,deepseek-chat|hawkdove-v1
2026-07-29,3,1,deepseek-chat|hawkdove-v1
1997-03-25,4,4,deepseek-chat|hawkdove-v1
1999-11-16,4,3,deepseek-chat|hawkdove-v1
2000-11-15,4,2,deepseek-chat|hawkdove-v1
2001-08-21,4,-5,deepseek-chat|hawkdove-v1
2002-06-26,4,0,deepseek-chat|hawkdove-v1
2003-06-25,4,-2,deepseek-chat|hawkdove-v1
2004-06-30,4,1,deepseek-chat|hawkdove-v1
2005-06-30,4,3,deepseek-chat|hawkdove-v1
2006-06-29,4,4,deepseek-chat|hawkdove-v1
2007-06-18,4,1,deepseek-chat|hawkdove-v1
2008-03-18,4,-5,deepseek-chat|hawkdove-v1
2009-03-18,4,-5,deepseek-chat|hawkdove-v1
2010-03-16,4,-2,deepseek-chat|hawkdove-v1
2011-01-26,4,-3,deepseek-chat|hawkdove-v1
2012-01-25,4,-4,deepseek-chat|hawkdove-v1
2012-12-12,4,-4,deepseek-chat|hawkdove-v1
2013-12-18,4,-1,deepseek-chat|hawkdove-v1
2014-12-17,4,-1,deepseek-chat|hawkdove-v1
2015-12-16,4,1,deepseek-chat|hawkdove-v1
2016-12-14,4,1,deepseek-chat|hawkdove-v1
2017-12-13,4,2,deepseek-chat|hawkdove-v1
2018-12-19,4,2,deepseek-chat|hawkdove-v1
2019-12-11,4,0,deepseek-chat|hawkdove-v1
2020-07-29,4,-3,deepseek-chat|hawkdove-v1
2021-07-28,4,-2,deepseek-chat|hawkdove-v1
2022-07-27,4,4,deepseek-chat|hawkdove-v1
2023-07-26,4,4,deepseek-chat|hawkdove-v1
2024-07-31,4,0,deepseek-chat|hawkdove-v1
2025-07-30,4,0,deepseek-chat|hawkdove-v1
2026-07-29,4,1,deepseek-chat|hawkdove-v1
1997-03-25,5,4,deepseek-chat|hawkdove-v1
1999-11-16,5,3,deepseek-chat|hawkdove-v1
2000-11-15,5,2,deepseek-chat|hawkdove-v1
2001-08-21,5,-5,deepseek-chat|hawkdove-v1
2002-06-26,5,0,deepseek-chat|hawkdove-v1
2003-06-25,5,-2,deepseek-chat|hawkdove-v1
2004-06-30,5,1,deepseek-chat|hawkdove-v1
2005-06-30,5,3,deepseek-chat|hawkdove-v1
2006-06-29,5,3,deepseek-chat|hawkdove-v1
2007-06-18,5,1,deepseek-chat|hawkdove-v1
2008-03-18,5,-5,deepseek-chat|hawkdove-v1
2009-03-18,5,-5,deepseek-chat|hawkdove-v1
2010-03-16,5,-2,deepseek-chat|hawkdove-v1
2011-01-26,5,-3,deepseek-chat|hawkdove-v1
2012-01-25,5,-4,deepseek-chat|hawkdove-v1
2012-12-12,5,-4,deepseek-chat|hawkdove-v1
2013-12-18,5,-1,deepseek-chat|hawkdove-v1
2014-12-17,5,-1,deepseek-chat|hawkdove-v1
2015-12-16,5,1,deepseek-chat|hawkdove-v1
2016-12-14,5,1,deepseek-chat|hawkdove-v1
2017-12-13,5,2,deepseek-chat|hawkdove-v1
2018-12-19,5,2,deepseek-chat|hawkdove-v1
2019-12-11,5,0,deepseek-chat|hawkdove-v1
2020-07-29,5,-3,deepseek-chat|hawkdove-v1
2021-07-28,5,-2,deepseek-chat|hawkdove-v1
2022-07-27,5,4,deepseek-chat|hawkdove-v1
2023-07-26,5,4,deepseek-chat|hawkdove-v1
2024-07-31,5,0,deepseek-chat|hawkdove-v1
2025-07-30,5,0,deepseek-chat|hawkdove-v1
2026-07-29,5,1,deepseek-chat|hawkdove-v1
1997-03-25,6,4,deepseek-chat|hawkdove-v1
1999-11-16,6,3,deepseek-chat|hawkdove-v1
2000-11-15,6,2,deepseek-chat|hawkdove-v1
2001-08-21,6,-5,deepseek-chat|hawkdove-v1
2002-06-26,6,0,deepseek-chat|hawkdove-v1
2003-06-25,6,-2,deepseek-chat|hawkdove-v1
2004-06-30,6,1,deepseek-chat|hawkdove-v1
2005-06-30,6,3,deepseek-chat|hawkdove-v1
2006-06-29,6,4,deepseek-chat|hawkdove-v1
2007-06-18,6,1,deepseek-chat|hawkdove-v1
2008-03-18,6,-5,deepseek-chat|hawkdove-v1
2009-03-18,6,-5,deepseek-chat|hawkdove-v1
2010-03-16,6,-2,deepseek-chat|hawkdove-v1
2011-01-26,6,-3,deepseek-chat|hawkdove-v1
2012-01-25,6,-4,deepseek-chat|hawkdove-v1
2012-12-12,6,-4,deepseek-chat|hawkdove-v1
2013-12-18,6,-1,deepseek-chat|hawkdove-v1
2014-12-17,6,-1,deepseek-chat|hawkdove-v1
2015-12-16,6,1,deepseek-chat|hawkdove-v1
2016-12-14,6,1,deepseek-chat|hawkdove-v1
2017-12-13,6,2,deepseek-chat|hawkdove-v1
2018-12-19,6,2,deepseek-chat|hawkdove-v1
2019-12-11,6,0,deepseek-chat|hawkdove-v1
2020-07-29,6,-3,deepseek-chat|hawkdove-v1
2021-07-28,6,-2,deepseek-chat|hawkdove-v1
2022-07-27,6,4,deepseek-chat|hawkdove-v1
2023-07-26,6,4,deepseek-chat|hawkdove-v1
2024-07-31,6,0,deepseek-chat|hawkdove-v1
2025-07-30,6,0,deepseek-chat|hawkdove-v1
2026-07-29,6,1,deepseek-chat|hawkdove-v1
1997-03-25,7,4,deepseek-chat|hawkdove-v1
1999-11-16,7,3,deepseek-chat|hawkdove-v1
2000-11-15,7,2,deepseek-chat|hawkdove-v1
2001-08-21,7,-5,deepseek-chat|hawkdove-v1
2002-06-26,7,0,deepseek-chat|hawkdove-v1
2003-06-25,7,-2,deepseek-chat|hawkdove-v1
2004-06-30,7,1,deepseek-chat|hawkdove-v1
2005-06-30,7,3,deepseek-chat|hawkdove-v1
2006-06-29,7,3,deepseek-chat|hawkdove-v1
2007-06-18,7,1,deepseek-chat|hawkdove-v1
2008-03-18,7,-5,deepseek-chat|hawkdove-v1
2009-03-18,7,-5,deepseek-chat|hawkdove-v1
2010-03-16,7,-2,deepseek-chat|hawkdove-v1
2011-01-26,7,-3,deepseek-chat|hawkdove-v1
2012-01-25,7,-4,deepseek-chat|hawkdove-v1
2012-12-12,7,-4,deepseek-chat|hawkdove-v1
2013-12-18,7,-1,deepseek-chat|hawkdove-v1
2014-12-17,7,-1,deepseek-chat|hawkdove-v1
2015-12-16,7,1,deepseek-chat|hawkdove-v1
2016-12-14,7,1,deepseek-chat|hawkdove-v1
2017-12-13,7,2,deepseek-chat|hawkdove-v1
2018-12-19,7,2,deepseek-chat|hawkdove-v1
2019-12-11,7,0,deepseek-chat|hawkdove-v1
2020-07-29,7,-3,deepseek-chat|hawkdove-v1
2021-07-28,7,-2,deepseek-chat|hawkdove-v1
2022-07-27,7,4,deepseek-chat|hawkdove-v1
2023-07-26,7,4,deepseek-chat|hawkdove-v1
2024-07-31,7,0,deepseek-chat|hawkdove-v1
2025-07-30,7,0,deepseek-chat|hawkdove-v1
2026-07-29,7,1,deepseek-chat|hawkdove-v1
1997-03-25,8,4,deepseek-chat|hawkdove-v1
1999-11-16,8,3,deepseek-chat|hawkdove-v1
2000-11-15,8,2,deepseek-chat|hawkdove-v1
2001-08-21,8,-5,deepseek-chat|hawkdove-v1
2002-06-26,8,0,deepseek-chat|hawkdove-v1
2003-06-25,8,-2,deepseek-chat|hawkdove-v1
2004-06-30,8,1,deepseek-chat|hawkdove-v1
2005-06-30,8,3,deepseek-chat|hawkdove-v1
2006-06-29,8,4,deepseek-chat|hawkdove-v1
2007-06-18,8,1,deepseek-chat|hawkdove-v1
2008-03-18,8,-5,deepseek-chat|hawkdove-v1
2009-03-18,8,-5,deepseek-chat|hawkdove-v1
2010-03-16,8,-2,deepseek-chat|hawkdove-v1
2011-01-26,8,-3,deepseek-chat|hawkdove-v1
2012-01-25,8,-4,deepseek-chat|hawkdove-v1
2012-12-12,8,-4,deepseek-chat|hawkdove-v1
2013-12-18,8,-1,deepseek-chat|hawkdove-v1
2014-12-17,8,-1,deepseek-chat|hawkdove-v1
2015-12-16,8,1,deepseek-chat|hawkdove-v1
2016-12-14,8,1,deepseek-chat|hawkdove-v1
2017-12-13,8,2,deepseek-chat|hawkdove-v1
2018-12-19,8,2,deepseek-chat|hawkdove-v1
2019-12-11,8,0,deepseek-chat|hawkdove-v1
2020-07-29,8,-3,deepseek-chat|hawkdove-v1
2021-07-28,8,-2,deepseek-chat|hawkdove-v1
2022-07-27,8,4,deepseek-chat|hawkdove-v1
2023-07-26,8,4,deepseek-chat|hawkdove-v1
2024-07-31,8,0,deepseek-chat|hawkdove-v1
2025-07-30,8,0,deepseek-chat|hawkdove-v1
2026-07-29,8,1,deepseek-chat|hawkdove-v1
1997-03-25,9,4,deepseek-chat|hawkdove-v1
1999-11-16,9,3,deepseek-chat|hawkdove-v1
2000-11-15,9,2,deepseek-chat|hawkdove-v1
2001-08-21,9,-5,deepseek-chat|hawkdove-v1
2002-06-26,9,0,deepseek-chat|hawkdove-v1
2003-06-25,9,-2,deepseek-chat|hawkdove-v1
2004-06-30,9,1,deepseek-chat|hawkdove-v1
2005-06-30,9,3,deepseek-chat|hawkdove-v1
2006-06-29,9,3,deepseek-chat|hawkdove-v1
2007-06-18,9,1,deepseek-chat|hawkdove-v1
2008-03-18,9,-5,deepseek-chat|hawkdove-v1
2009-03-18,9,-5,deepseek-chat|hawkdove-v1
2010-03-16,9,-2,deepseek-chat|hawkdove-v1
2011-01-26,9,-3,deepseek-chat|hawkdove-v1
2012-01-25,9,-4,deepseek-chat|hawkdove-v1
2012-12-12,9,-4,deepseek-chat|hawkdove-v1
2013-12-18,9,-1,deepseek-chat|hawkdove-v1
2014-12-17,9,-1,deepseek-chat|hawkdove-v1
2015-12-16,9,1,deepseek-chat|hawkdove-v1
2016-12-14,9,1,deepseek-chat|hawkdove-v1
2017-12-13,9,2,deepseek-chat|hawkdove-v1
2018-12-19,9,2,deepseek-chat|hawkdove-v1
2019-12-11,9,0,deepseek-chat|hawkdove-v1
2020-07-29,9,-3,deepseek-chat|hawkdove-v1
2021-07-28,9,-2,deepseek-chat|hawkdove-v1
2022-07-27,9,4,deepseek-chat|hawkdove-v1
2023-07-26,9,4,deepseek-chat|hawkdove-v1
2024-07-31,9,0,deepseek-chat|hawkdove-v1
2025-07-30,9,0,deepseek-chat|hawkdove-v1
2026-07-29,9,1,deepseek-chat|hawkdove-v1
1997-03-25,10,4,deepseek-chat|hawkdove-v1
1999-11-16,10,3,deepseek-chat|hawkdove-v1
2000-11-15,10,2,deepseek-chat|hawkdove-v1
2001-08-21,10,-5,deepseek-chat|hawkdove-v1
2002-06-26,10,0,deepseek-chat|hawkdove-v1
2003-06-25,10,-2,deepseek-chat|hawkdove-v1
2004-06-30,10,1,deepseek-chat|hawkdove-v1
2005-06-30,10,3,deepseek-chat|hawkdove-v1
2006-06-29,10,4,deepseek-chat|hawkdove-v1
2007-06-18,10,1,deepseek-chat|hawkdove-v1
2008-03-18,10,-5,deepseek-chat|hawkdove-v1
2009-03-18,10,-5,deepseek-chat|hawkdove-v1
2010-03-16,10,-2,deepseek-chat|hawkdove-v1
2011-01-26,10,-3,deepseek-chat|hawkdove-v1
2012-01-25,10,-4,deepseek-chat|hawkdove-v1
2012-12-12,10,-4,deepseek-chat|hawkdove-v1
2013-12-18,10,-1,deepseek-chat|hawkdove-v1
2014-12-17,10,-1,deepseek-chat|hawkdove-v1
2015-12-16,10,1,deepseek-chat|hawkdove-v1
2016-12-14,10,1,deepseek-chat|hawkdove-v1
2017-12-13,10,2,deepseek-chat|hawkdove-v1
2018-12-19,10,2,deepseek-chat|hawkdove-v1
2019-12-11,10,0,deepseek-chat|hawkdove-v1
2020-07-29,10,-3,deepseek-chat|hawkdove-v1
2021-07-28,10,-2,deepseek-chat|hawkdove-v1
2022-07-27,10,4,deepseek-chat|hawkdove-v1
2023-07-26,10,4,deepseek-chat|hawkdove-v1
2024-07-31,10,0,deepseek-chat|hawkdove-v1
2025-07-30,10,0,deepseek-chat|hawkdove-v1
2026-07-29,10,1,deepseek-chat|hawkdove-v1
